0	0
0.005	5.47827E-08
0.01	4.03149E-07
0.015	1.01899E-06
0.02	1.85166E-06
0.025	2.96745E-06
0.03	4.40926E-06
0.035	5.89352E-06
0.04	7.20196E-06
0.045	8.46032E-06
0.05	9.67446E-06
0.055	1.0783E-05
0.06	1.19497E-05
0.065	1.34115E-05
0.07	1.52754E-05
0.075	1.73369E-05
0.08	1.94352E-05
0.085	2.14554E-05
0.09	2.32893E-05
0.095	2.49953E-05
0.1	2.6326E-05
0.105	2.71782E-05
0.11	2.78343E-05
0.115	2.84319E-05
0.12	2.91874E-05
0.125	2.99935E-05
0.13	3.05443E-05
0.135	3.09149E-05
0.14	3.11227E-05
0.145	3.10315E-05
0.15	3.04111E-05
0.155	2.92208E-05
0.16	2.7597E-05
0.165	2.56722E-05
0.17	2.37106E-05
0.175	2.18311E-05
0.18	2.00833E-05
0.185	1.84888E-05
0.19	1.6996E-05
0.195	1.54761E-05
0.2	1.37354E-05
0.205	1.17904E-05
0.21	9.88083E-06
0.215	8.23382E-06
0.22	6.8026E-06
0.225	5.65931E-06
0.23	4.92093E-06
0.235	4.5134E-06
0.24	4.36268E-06
0.245	4.35187E-06
0.25	4.50046E-06
0.255	4.66522E-06
0.26	4.56941E-06
0.265	4.09319E-06
0.27	3.10013E-06
0.275	1.64485E-06
0.28	-4.84987E-08
0.285	-1.84638E-06
0.29	-3.49539E-06
0.295	-4.57548E-06
0.3	-5.03011E-06
0.305	-4.91967E-06
0.31	-4.22075E-06
0.315	-2.9996E-06
0.32	-1.35462E-06
0.325	3.60452E-07
0.33	2.06768E-06
0.335	3.48154E-06
0.34	4.00857E-06
0.345	3.70921E-06
0.35	2.58738E-06
0.355	8.08782E-07
0.36	-1.26989E-06
0.365	-3.59111E-06
0.37	-5.71632E-06
0.375	-7.28783E-06
0.38	-8.42647E-06
0.385	-9.02502E-06
0.39	-8.64102E-06
0.395	-7.3524E-06
0.4	-5.59768E-06
0.405	-3.47624E-06
0.41	-1.06018E-06
0.415	1.46049E-06
0.42	3.89089E-06
0.425	6.05855E-06
0.43	7.88553E-06
0.435	9.52192E-06
0.44	1.09873E-05
0.445	1.23254E-05
0.45	1.37605E-05
0.455	1.53267E-05
0.46	1.69666E-05
0.465	1.85846E-05
0.47	2.00804E-05
0.475	2.1109E-05
0.48	2.16003E-05
0.485	2.15836E-05
0.49	2.07762E-05
0.495	1.92777E-05
0.5	1.71054E-05
0.505	1.45158E-05
0.51	1.1967E-05
0.515	9.63137E-06
0.52	7.83647E-06
0.525	6.83568E-06
0.53	6.91554E-06
0.535	7.85387E-06
0.54	9.15953E-06
0.545	1.08871E-05
0.55	1.28593E-05
0.555	1.49981E-05
0.56	1.75784E-05
0.565	2.06568E-05
0.57	2.42117E-05
0.575	2.82238E-05
0.58	3.26268E-05
0.585	3.72688E-05
0.59	4.20736E-05
0.595	4.69331E-05
0.6	5.14421E-05
0.605	5.56657E-05
0.61	5.9565E-05
0.615	6.25535E-05
0.62	6.46524E-05
0.625	6.59166E-05
0.63	6.64764E-05
0.635	6.65874E-05
0.64	6.62027E-05
0.645	6.54959E-05
0.65	6.46442E-05
0.655	6.37005E-05
0.66	6.2423E-05
0.665	6.06889E-05
0.67	5.85021E-05
0.675	5.56133E-05
0.68	5.1884E-05
0.685	4.70999E-05
0.69	4.16361E-05
0.695	3.62958E-05
0.7	3.12982E-05
0.705	2.65303E-05
0.71	2.18654E-05
0.715	1.73728E-05
0.72	1.28147E-05
0.725	7.83532E-06
0.73	2.69401E-06
0.735	-2.45038E-06
0.74	-7.47309E-06
0.745	-1.20905E-05
0.75	-1.61759E-05
0.755	-1.96026E-05
0.76	-2.24115E-05
0.765	-2.5007E-05
0.77	-2.78744E-05
0.775	-3.1268E-05
0.78	-3.54217E-05
0.785	-4.05362E-05
0.79	-4.67538E-05
0.795	-5.4055E-05
0.8	-6.21045E-05
0.805	-7.06255E-05
0.81	-7.93169E-05
0.815	-8.76933E-05
0.82	-9.5206E-05
0.825	-0.000101639
0.83	-0.000107015
0.835	-0.000111416
0.84	-0.000114932
0.845	-0.00011768
0.85	-0.000119926
0.855	-0.000121574
